day,proc,protocol,window,N,n_exp,n_soe
20140424,P,randomise_1s,10min,150,0.7542513957450312,
20140424,P,randomise_1s,10min,184,0.8406206163988255,
20140424,P,randomise_1s,10min,137,0.832290496591391,
20140424,P,randomise_1s,10min,191,0.8885535846310093,
20140424,P,randomise_1s,10min,98,0.7500603715234658,
20140424,P,randomise_1s,10min,165,0.8535916929825844,
20140424,P,randomise_1s,10min,74,0.743004388439717,
20140424,P,randomise_1s,10min,149,0.7481567914764906,
20140424,P,randomise_1s,10min,209,0.8406670030107259,
20140424,P,randomise_1s,10min,121,0.8343631199220319,
20140424,P,randomise_1s,10min,80,0.8671683068315134,
20140424,P,randomise_1s,10min,46,0.6947507112030379,
20140424,P,randomise_1s,10min,74,0.7275722261216012,
20140424,P,randomise_1s,10min,197,0.7686352937330303,
20140424,P,randomise_1s,10min,129,0.7712032296796376,
20140424,P,randomise_1s,10min,72,0.7198539173526113,
20140424,P,randomise_1s,10min,146,0.8347487329455364,
20140424,P,randomise_1s,10min,93,0.7404978901830214,
20140424,P,randomise_1s,10min,85,0.7569661074469946,
20140424,P,randomise_1s,10min,119,0.782484921066732,
20140424,P,randomise_1s,10min,956,0.891526155513988,
20140424,P,randomise_1s,10min,626,0.8665142115323985,
20140424,P,randomise_1s,10min,249,0.742780393619261,
20140424,P,randomise_1s,10min,351,0.7359821330646299,
20140424,P,randomise_1s,10min,147,0.7233902277998856,
20140424,P,randomise_1s,10min,109,0.6642877335775875,
20140424,P,randomise_1s,10min,443,0.7320726926852574,
20140424,P,randomise_1s,10min,970,0.8205571752606878,
20140424,P,randomise_1s,10min,874,0.8249770093746237,
20140424,P,randomise_1s,10min,678,0.7917640068768894,
20140424,P,randomise_1s,10min,543,0.7326466782376295,
20140424,P,randomise_1s,10min,470,0.7857759039828021,
20140424,P,randomise_1s,10min,286,0.7812882957808285,
20140424,P,randomise_1s,10min,369,0.7888708218927031,
20140424,P,randomise_1s,10min,131,0.7213870522029068,
20140424,P,randomise_1s,10min,298,0.7802871418608699,
20140424,P,randomise_1s,10min,170,0.8102802989018152,
20140424,P,randomise_1s,10min,205,0.7357488421105288,
20140424,P,randomise_1s,10min,211,0.8005130264337833,
20140424,P,randomise_1s,10min,29,0.6462089435846496,
20140424,P,randomise_1s,10min,166,0.8381369638642158,
20140424,P,randomise_1s,10min,121,0.7973149025017273,
20140424,P,randomise_1s,10min,22,0.5856769124979176,
20140424,P,randomise_1s,10min,26,0.7700639613865563,
20140424,P,randomise_1s,10min,21,0.5403346464868662,
20140424,P,randomise_1s,10min,63,0.8230130459874789,
20140424,P,randomise_1s,10min,67,0.6494382444964514,
20140424,P,randomise_1s,10min,45,0.689809189319964,
20140424,P,randomise_1s,10min,32,0.6667352861981466,
20140424,P,randomise_1s,10min,33,0.8304601869647287,
20140424,P,randomise_1s,10min,42,0.6698418019239503,
20140424,P,randomise_1s,10min,21,0.6606281758112682,
20140424,P,randomise_1s,10min,33,0.5776442053999851,
20140424,P,randomise_1s,10min,34,0.5412271526025357,
20140424,P,randomise_1s,10min,58,0.8416610758719122,
20140424,Tr,raw,day,37290,0.3823884796500509,0.964217037283881
20140424,Tr,merge_0.001s,day,30156,0.6857527004258249,0.9564276820729366
20140424,Tr,merge_0.01s,day,26057,0.7712270302279496,0.9454568074171583
20140424,Tr,merge_0.1s,day,20261,0.8585560990789721,0.9436285826654905
20140424,Tr,randomise_1s,10min,446,0.6401591786030093,
20140424,Tr,randomise_1s,10min,155,0.384914187750658,
20140424,Tr,randomise_1s,10min,145,0.6387455365378919,
20140424,Tr,randomise_1s,10min,86,0.5988592271970841,
20140424,Tr,randomise_1s,10min,247,0.5608281627469224,
20140424,Tr,randomise_1s,10min,464,0.5351935241174332,
20140424,Tr,randomise_1s,10min,609,0.47940443939287153,
20140424,Tr,randomise_1s,10min,190,0.6029090175859442,
20140424,Tr,randomise_1s,10min,220,0.5555138555719719,
20140424,Tr,randomise_1s,10min,291,0.5884237949371159,
20140424,Tr,randomise_1s,10min,279,0.6131633085908759,
20140424,Tr,randomise_1s,10min,328,0.5839339805398525,
20140424,Tr,randomise_1s,10min,1514,0.771347874993288,
20140424,Tr,randomise_1s,10min,1145,0.7918230215285201,
20140424,Tr,randomise_1s,10min,745,0.6350341504810776,
20140424,Tr,randomise_1s,10min,297,0.5265827182701661,
20140424,Tr,randomise_1s,10min,351,0.7048107971654259,
20140424,Tr,randomise_1s,10min,192,0.5820400592430369,
20140424,Tr,randomise_1s,10min,1338,0.8303587156617993,
20140424,Tr,randomise_1s,10min,301,0.5685208633034259,
20140424,Tr,randomise_1s,10min,465,0.6620344770933703,
20140424,Tr,randomise_1s,10min,443,0.7028367168381463,
20140424,Tr,randomise_1s,10min,343,0.5466081949619328,
20140424,Tr,randomise_1s,10min,514,0.48582573869722817,
20140424,Tr,randomise_1s,10min,490,0.69073894383334,
20140424,Tr,randomise_1s,10min,256,0.6572260298894472,
20140424,Tr,randomise_1s,10min,344,0.7042987830753132,
20140424,Tr,randomise_1s,10min,1564,0.9160987447836392,
20140424,Tr,randomise_1s,10min,542,0.7792143554060988,
20140424,Tr,randomise_1s,10min,236,0.5600490900202129,
20140424,Tr,randomise_1s,10min,218,0.6064559260758734,
20140424,Tr,randomise_1s,10min,209,0.6276108478060008,
20140424,Tr,randomise_1s,10min,412,0.7785382651554701,
20140424,Tr,randomise_1s,10min,342,0.6658556895791644,
20140424,Tr,randomise_1s,10min,160,0.6303339447753865,
20140424,Tr,randomise_1s,10min,231,0.6307013169073665,
20140424,Tr,randomise_1s,10min,159,0.6052769364226335,
20140424,Tr,randomise_1s,10min,149,0.4851592330800993,
20140424,Tr,randomise_1s,10min,465,0.6944253503307322,
20140424,Tr,randomise_1s,10min,1304,0.7997527029161875,
20140424,Tr,randomise_1s,10min,1416,0.8429105697231875,
20140424,Tr,randomise_1s,10min,1752,0.8614369149266005,
20140424,Tr,randomise_1s,10min,888,0.6837315019784954,
20140424,Tr,randomise_1s,10min,365,0.5776019033362048,
20140424,Tr,randomise_1s,10min,295,0.6312525283577116,
20140424,Tr,randomise_1s,10min,1007,0.6549777292011488,
20140424,Tr,randomise_1s,10min,2941,0.8002093076424521,
20140424,Tr,randomise_1s,10min,1544,0.6889727837228453,
20140424,Tr,randomise_1s,10min,1292,0.692659546459653,
20140424,Tr,randomise_1s,10min,1170,0.7000324798349788,
20140424,Tr,randomise_1s,10min,731,0.6641762771458638,
20140424,Tr,randomise_1s,10min,676,0.6560509566352435,
20140424,Tr,randomise_1s,10min,434,0.5930678896556039,
20140424,Tr,randomise_1s,10min,336,0.5993671076091277,
20140424,Tr,randomise_1s,10min,485,0.6928701497142481,
20140424,Tr,randomise_1s,10min,795,0.7204994993952234,
20140424,Tr,randomise_1s,10min,617,0.5541987080729577,
20140424,Tr,randomise_1s,10min,295,0.5252366324970718,
20140424,Tr,randomise_1s,10min,150,0.6036410076376729,
20140424,Tr,randomise_1s,10min,255,0.5647885603025056,
20140424,Tr,randomise_1s,10min,160,0.6146733429463768,
20140424,Tr,randomise_1s,10min,106,0.5965858493690607,
20140424,Tr,randomise_1s,10min,122,0.5415665272614185,
20140424,Tr,randomise_1s,10min,133,0.7675188719466035,
20140424,Tr,randomise_1s,10min,82,0.47196130892783733,
20140424,Tr,randomise_1s,10min,148,0.7355177214211869,
20140424,Tr,randomise_1s,10min,87,0.6126749024955108,
20140424,Tr,randomise_1s,10min,55,0.47247654938606787,
20140424,Tr,randomise_1s,10min,56,0.47706456536905767,
20140424,Tr,randomise_1s,10min,95,0.5490551956718638,
20140424,Tr,randomise_1s,10min,58,0.44579876702831206,
20140424,Tr,randomise_1s,10min,55,0.43259502671439115,
20140424,Tr,randomise_1s,10min,30,0.7127467117711749,
20140424,Tr,randomise_1s,10min,30,0.4117478598762724,
20140424,Tr,randomise_1s,10min,20,0.3887360344567514,
20140424,Tr,randomise_1s,10min,31,0.4936215083740239,
20140424,Tr,randomise_1s,10min,81,0.8856128680156562,
20140424,Tr,randomise_1s,10min,120,3.2467827959537686e-09,
20140424,Tr,randomise_1s,10min,31,0.6942995401380672,
20140424,Tr,randomise_1s,10min,43,0.2797233406258053,
20140425,P,raw,day,11575,0.6053445968809202,0.9342022537154671
20140425,P,merge_0.001s,day,5720,0.4760668166928306,0.8821410331745045
20140425,P,merge_0.01s,day,4481,0.4929021671312041,0.8551308938927997
20140425,P,merge_0.1s,day,3513,0.548683731633687,0.8425088514717504
20140425,P,randomise_1s,10min,204,0.8559103865635553,
20140425,P,randomise_1s,10min,137,0.7993064280089803,
20140425,P,randomise_1s,10min,175,0.8162172864121215,
20140425,P,randomise_1s,10min,95,0.9135922132730264,
20140425,P,randomise_1s,10min,157,0.8175048012935491,
20140425,P,randomise_1s,10min,296,0.8499801495245212,
20140425,P,randomise_1s,10min,238,0.8185515260314414,
20140425,P,randomise_1s,10min,373,0.8036908882924821,
20140425,P,randomise_1s,10min,291,0.8230559205343068,
20140425,P,randomise_1s,10min,139,0.7737978295282242,
20140425,P,randomise_1s,10min,100,0.7485018830518626,
20140425,P,randomise_1s,10min,100,0.8150998456558064,
20140425,P,randomise_1s,10min,238,0.8143575658497536,
20140425,P,randomise_1s,10min,84,0.7027664416273239,
20140425,P,randomise_1s,10min,215,0.7715774984354493,
20140425,P,randomise_1s,10min,206,0.8124627011471445,
20140425,P,randomise_1s,10min,99,0.8365632920998793,
20140425,P,randomise_1s,10min,102,0.7908405297057199,
20140425,P,randomise_1s,10min,242,0.8399323608140805,
20140425,P,randomise_1s,10min,200,0.8720522995195538,
20140425,P,randomise_1s,10min,240,0.7815286421746132,
20140425,P,randomise_1s,10min,76,0.7258310419207454,
20140425,P,randomise_1s,10min,151,0.7807760563991851,
20140425,P,randomise_1s,10min,162,0.8333094683330028,
20140425,P,randomise_1s,10min,83,0.7426391023411766,
20140425,P,randomise_1s,10min,80,0.8302815979148702,
20140425,P,randomise_1s,10min,90,0.702570007339214,
20140425,P,randomise_1s,10min,199,0.7970324957789546,
20140425,P,randomise_1s,10min,291,0.84894100736793,
20140425,P,randomise_1s,10min,103,0.7964875459124383,
20140425,P,randomise_1s,10min,147,0.7987219050371119,
20140425,P,randomise_1s,10min,148,0.7574308238411956,
20140425,P,randomise_1s,10min,75,0.7596395226432697,
20140425,P,randomise_1s,10min,94,0.7638899804953038,
20140425,P,randomise_1s,10min,154,0.8049788992449463,
20140425,P,randomise_1s,10min,166,0.7398513691493883,
20140425,P,randomise_1s,10min,123,0.8254305729407253,
20140425,P,randomise_1s,10min,34,0.4783792023995376,
20140425,P,randomise_1s,10min,47,0.6171371459417765,
20140425,P,randomise_1s,10min,90,0.7494350169428218,
20140425,P,randomise_1s,10min,244,0.8051081302563231,
20140425,P,randomise_1s,10min,168,0.8480734220377922,
20140425,P,randomise_1s,10min,159,0.8564280448385007,
20140425,P,randomise_1s,10min,209,0.8900876892933124,
20140425,P,randomise_1s,10min,140,0.7597907588843973,
20140425,P,randomise_1s,10min,373,0.7790353824970172,
20140425,P,randomise_1s,10min,275,0.7580970841922138,
20140425,P,randomise_1s,10min,586,0.7957758858019092,
20140425,P,randomise_1s,10min,489,0.8015626287373758,
20140425,P,randomise_1s,10min,342,0.7475462943468423,
20140425,P,randomise_1s,10min,176,0.7791469451226155,
20140425,P,randomise_1s,10min,222,0.7567805551054849,
20140425,P,randomise_1s,10min,236,0.7878698067776511,
20140425,P,randomise_1s,10min,292,0.8304986849348701,
20140425,P,randomise_1s,10min,72,0.5815317938511152,
20140425,P,randomise_1s,10min,241,0.8083820837078598,
20140425,P,randomise_1s,10min,76,0.7507932847640213,
20140425,P,randomise_1s,10min,150,0.7377521489899973,
20140425,P,randomise_1s,10min,123,0.6913352386629273,
20140425,P,randomise_1s,10min,118,0.7913636411051571,
20140425,P,randomise_1s,10min,98,0.7527400046549366,
20140425,P,randomise_1s,10min,84,0.6824138874503227,
20140425,P,randomise_1s,10min,53,0.6968324496931482,
20140425,P,randomise_1s,10min,34,0.7418851944323058,
20140425,P,randomise_1s,10min,42,0.7195526302487045,
20140425,P,randomise_1s,10min,38,0.8428922407201668,
20140425,P,randomise_1s,10min,22,0.5183870201109919,
20140425,P,randomise_1s,10min,33,0.5951378353906687,
20140425,P,randomise_1s,10min,21,0.6621238239421235,
20140425,P,randomise_1s,10min,48,0.6605618680034141,
20140425,P,randomise_1s,10min,24,0.7892057823694767,
20140425,Tr,raw,day,29375,0.6643323429335054,0.9465228929073463
20140425,Tr,merge_0.001s,day,23969,0.6751794452806722,0.9310685296982824
20140425,Tr,merge_0.01s,day,21195,0.7010885165569175,0.9165185364386979
20140425,Tr,merge_0.1s,day,17254,0.7684152533083513,0.9047569655126034
20140425,Tr,randomise_1s,10min,507,0.7847878043085765,
20140425,Tr,randomise_1s,10min,331,0.5224642018352663,
20140425,Tr,randomise_1s,10min,212,0.6405398199713926,
20140425,Tr,randomise_1s,10min,152,0.49923910363544244,
20140425,Tr,randomise_1s,10min,291,0.5630885663187433,
20140425,Tr,randomise_1s,10min,332,0.6423472816892967,
20140425,Tr,randomise_1s,10min,489,0.6487100214755176,
20140425,Tr,randomise_1s,10min,876,0.7866017478406809,
20140425,Tr,randomise_1s,10min,373,0.6589031001667139,
20140425,Tr,randomise_1s,10min,306,0.6646160871001525,
20140425,Tr,randomise_1s,10min,295,0.7438316192139679,
20140425,Tr,randomise_1s,10min,202,0.646836153488372,
20140425,Tr,randomise_1s,10min,704,0.7450094610693857,
20140425,Tr,randomise_1s,10min,215,0.6478448271046763,
20140425,Tr,randomise_1s,10min,327,0.6923204923215884,
20140425,Tr,randomise_1s,10min,311,0.7213830124981754,
20140425,Tr,randomise_1s,10min,232,0.6324146484611753,
20140425,Tr,randomise_1s,10min,203,0.6010218236771991,
20140425,Tr,randomise_1s,10min,360,0.6571744871068371,
20140425,Tr,randomise_1s,10min,262,0.6789012612101065,
20140425,Tr,randomise_1s,10min,553,0.6612727507066483,
20140425,Tr,randomise_1s,10min,306,0.5788438134363338,
20140425,Tr,randomise_1s,10min,510,0.7780096942938933,
20140425,Tr,randomise_1s,10min,308,0.5472619041242602,
20140425,Tr,randomise_1s,10min,224,0.5368066237352493,
20140425,Tr,randomise_1s,10min,289,0.7362673935198316,
20140425,Tr,randomise_1s,10min,229,0.5960152403966099,
20140425,Tr,randomise_1s,10min,471,0.7344095722507512,
20140425,Tr,randomise_1s,10min,697,0.6932963985276182,
20140425,Tr,randomise_1s,10min,288,0.5895965050454994,
20140425,Tr,randomise_1s,10min,693,0.7914049621329414,
20140425,Tr,randomise_1s,10min,431,0.6713439037394522,
20140425,Tr,randomise_1s,10min,187,0.4470087907369113,
20140425,Tr,randomise_1s,10min,239,0.5664921837291399,
20140425,Tr,randomise_1s,10min,220,0.5962741054381073,
20140425,Tr,randomise_1s,10min,429,0.6664464290679732,
20140425,Tr,randomise_1s,10min,395,0.7633163229771142,
20140425,Tr,randomise_1s,10min,150,0.5291581754894409,
20140425,Tr,randomise_1s,10min,249,0.49834797437157846,
20140425,Tr,randomise_1s,10min,222,0.6527457253629303,
20140425,Tr,randomise_1s,10min,878,0.8546506989586785,
20140425,Tr,randomise_1s,10min,366,0.6024045633125619,
20140425,Tr,randomise_1s,10min,621,0.8558460070293892,
20140425,Tr,randomise_1s,10min,348,0.730162115475775,
20140425,Tr,randomise_1s,10min,905,0.8838533564301625,
20140425,Tr,randomise_1s,10min,1190,0.7633792893285335,
20140425,Tr,randomise_1s,10min,750,0.7363080356923624,
20140425,Tr,randomise_1s,10min,1364,0.7569839823207216,
20140425,Tr,randomise_1s,10min,1009,0.8164390327516289,
20140425,Tr,randomise_1s,10min,998,0.8576287095281593,
20140425,Tr,randomise_1s,10min,283,0.5976395669086583,
20140425,Tr,randomise_1s,10min,418,0.6686489287790088,
20140425,Tr,randomise_1s,10min,799,0.8155173039913066,
20140425,Tr,randomise_1s,10min,751,0.7527999297279658,
20140425,Tr,randomise_1s,10min,594,0.7030348847725182,
20140425,Tr,randomise_1s,10min,1420,0.8549354874922401,
20140425,Tr,randomise_1s,10min,359,0.7103399293169018,
20140425,Tr,randomise_1s,10min,332,0.6731122567063227,
20140425,Tr,randomise_1s,10min,273,0.6007270449577659,
20140425,Tr,randomise_1s,10min,251,0.5860903961068268,
20140425,Tr,randomise_1s,10min,220,0.6793783186382267,
20140425,Tr,randomise_1s,10min,110,0.5129569462205961,
20140425,Tr,randomise_1s,10min,71,0.5222057716657987,
20140425,Tr,randomise_1s,10min,58,0.30260243976942985,
20140425,Tr,randomise_1s,10min,54,0.3253905511380108,
20140425,Tr,randomise_1s,10min,61,0.32386172650822886,
20140425,Tr,randomise_1s,10min,26,0.365447355822849,
20140425,Tr,randomise_1s,10min,21,0.3732912559033665,
20140425,Tr,randomise_1s,10min,33,0.6487501461778088,
20140425,Tr,randomise_1s,10min,62,0.5833440776646508,
20140425,Tr,randomise_1s,10min,29,0.5377372764691845,
20140425,Tr,randomise_1s,10min,67,0.6848247774266503,
20140425,Tr,randomise_1s,10min,36,0.588355068737327,
20140425,Tr,randomise_1s,10min,48,0.5710425088255799,
20140425,Tr,randomise_1s,10min,22,0.5348902140145989,
20140425,Tr,randomise_1s,10min,34,0.47550741255303086,
20140425,Tr,randomise_1s,10min,96,0.3406637204031043,
20140425,Tr,randomise_1s,10min,134,0.1493284922981867,
20140425,Tr,randomise_1s,10min,40,0.5885608170952226,
20140425,Tr,randomise_1s,10min,49,0.6372410272462908,
20140428,P,raw,day,8598,0.5776287679640135,0.9080344462579543
20140428,P,merge_0.001s,day,4404,0.4367229915613832,0.8330770213520406
20140428,P,merge_0.01s,day,3566,0.4583405413582457,0.8007789957753458
20140428,P,merge_0.1s,day,2868,0.523897835190664,0.773487996891091
20140428,P,randomise_1s,10min,269,0.827678055819052,
20140428,P,randomise_1s,10min,74,0.7390189612102751,
20140428,P,randomise_1s,10min,49,0.7278240238127702,
20140428,P,randomise_1s,10min,39,0.6865769166577324,
20140428,P,randomise_1s,10min,155,0.8062156116514823,
20140428,P,randomise_1s,10min,120,0.8651344596330917,
20140428,P,randomise_1s,10min,176,0.7278215248518015,
20140428,P,randomise_1s,10min,65,0.8565548563109038,
20140428,P,randomise_1s,10min,170,0.7236318333189324,
20140428,P,randomise_1s,10min,102,0.7461242258188497,
20140428,P,randomise_1s,10min,44,0.6008757364902457,
20140428,P,randomise_1s,10min,47,0.7450071964567974,
20140428,P,randomise_1s,10min,100,0.6941248844952209,
20140428,P,randomise_1s,10min,146,0.7542679183178632,
20140428,P,randomise_1s,10min,93,0.7271610875989499,
20140428,P,randomise_1s,10min,109,0.8116838497999269,
20140428,P,randomise_1s,10min,57,0.7165523774215422,
20140428,P,randomise_1s,10min,46,0.7252165646168252,
20140428,P,randomise_1s,10min,135,0.7941632561097866,
20140428,P,randomise_1s,10min,72,0.6581183376902244,
20140428,P,randomise_1s,10min,79,0.8141079026370842,
20140428,P,randomise_1s,10min,91,0.7042999488997556,
20140428,P,randomise_1s,10min,20,0.5778378453630114,
20140428,P,randomise_1s,10min,78,0.8441480262849852,
20140428,P,randomise_1s,10min,64,0.7214768643621208,
20140428,P,randomise_1s,10min,109,0.6989482992034517,
20140428,P,randomise_1s,10min,77,0.7302869110139616,
20140428,P,randomise_1s,10min,67,0.6123555985932437,
20140428,P,randomise_1s,10min,54,0.7347386529842784,
20140428,P,randomise_1s,10min,62,0.6663564648368457,
20140428,P,randomise_1s,10min,39,0.3825597803805886,
20140428,P,randomise_1s,10min,150,0.8203668221953018,
20140428,P,randomise_1s,10min,43,0.729554577899216,
20140428,P,randomise_1s,10min,67,0.6866860177925025,
20140428,P,randomise_1s,10min,79,0.7518650122856532,
20140428,P,randomise_1s,10min,37,0.7744044657357649,
20140428,P,randomise_1s,10min,49,0.7265266055766518,
20140428,P,randomise_1s,10min,26,0.5654139624818273,
20140428,P,randomise_1s,10min,67,0.6949019598178572,
20140428,P,randomise_1s,10min,69,0.7156438815027536,
20140428,P,randomise_1s,10min,169,0.7909811237812212,
20140428,P,randomise_1s,10min,189,0.6806065952041459,
20140428,P,randomise_1s,10min,171,0.8023671191944207,
20140428,P,randomise_1s,10min,194,0.728091288607436,
20140428,P,randomise_1s,10min,221,0.7311267377998502,
20140428,P,randomise_1s,10min,425,0.8189851289555732,
20140428,P,randomise_1s,10min,329,0.7981878262345042,
20140428,P,randomise_1s,10min,389,0.8446319159068293,
20140428,P,randomise_1s,10min,448,0.8220285648573258,
20140428,P,randomise_1s,10min,210,0.8360013814576611,
20140428,P,randomise_1s,10min,184,0.7775087757078388,
20140428,P,randomise_1s,10min,167,0.7276570817460367,
20140428,P,randomise_1s,10min,139,0.7076658488830073,
20140428,P,randomise_1s,10min,366,0.8565017753068819,
20140428,P,randomise_1s,10min,192,0.7642856570341952,
20140428,P,randomise_1s,10min,146,0.7677072026618933,
20140428,P,randomise_1s,10min,190,0.8673510196632936,
20140428,P,randomise_1s,10min,125,0.8197013231232056,
20140428,P,randomise_1s,10min,62,0.7429946427005111,
20140428,P,randomise_1s,10min,84,0.7670911641609559,
20140428,P,randomise_1s,10min,53,0.677340773229689,
20140428,P,randomise_1s,10min,83,0.7442228192206145,
20140428,P,randomise_1s,10min,53,0.6931404985422996,
20140428,P,randomise_1s,10min,61,0.7565230183469063,
20140428,P,randomise_1s,10min,61,0.7056222482815577,
20140428,P,randomise_1s,10min,41,0.8025056167861687,
20140428,P,randomise_1s,10min,22,0.6731786460151198,
20140428,P,randomise_1s,10min,33,0.6509667675857488,
20140428,P,randomise_1s,10min,37,0.6620603516498593,
20140428,P,randomise_1s,10min,33,0.656847645039598,
20140428,P,randomise_1s,10min,45,0.6301157125868262,
20140428,P,randomise_1s,10min,27,0.49536390232386046,
20140428,P,randomise_1s,10min,27,0.5628112658282919,
20140428,P,randomise_1s,10min,42,0.6124238295153472,
20140428,P,randomise_1s,10min,64,0.7470771006069153,
20140428,P,randomise_1s,10min,22,0.5973424677723467,
20140428,Tr,raw,day,19763,0.353514784464738,0.9410521852020743
20140428,Tr,merge_0.001s,day,15450,0.418528368292562,0.929901972536377
20140428,Tr,merge_0.01s,day,13044,0.44514542940515117,0.9189262374053335
20140428,Tr,merge_0.1s,day,10574,0.7745486329838573,0.9278031062823159
20140428,Tr,randomise_1s,10min,468,0.577395548051699,
20140428,Tr,randomise_1s,10min,155,0.30793222873481524,
20140428,Tr,randomise_1s,10min,149,0.2752667670764533,
20140428,Tr,randomise_1s,10min,142,0.4383257910500303,
20140428,Tr,randomise_1s,10min,187,0.43939704181616857,
20140428,Tr,randomise_1s,10min,126,0.40596459760433845,
20140428,Tr,randomise_1s,10min,462,0.6660063117280642,
20140428,Tr,randomise_1s,10min,287,0.46025126871996486,
20140428,Tr,randomise_1s,10min,506,0.6109867362330161,
20140428,Tr,randomise_1s,10min,343,0.5666900976002337,
20140428,Tr,randomise_1s,10min,246,0.41435567133458134,
20140428,Tr,randomise_1s,10min,206,0.329309802038281,
20140428,Tr,randomise_1s,10min,281,0.6115709876100838,
20140428,Tr,randomise_1s,10min,207,0.5060602331250044,
20140428,Tr,randomise_1s,10min,213,0.44254224902188344,
20140428,Tr,randomise_1s,10min,328,0.6690897388112094,
20140428,Tr,randomise_1s,10min,319,0.6110942309329763,
20140428,Tr,randomise_1s,10min,232,0.49836338361313337,
20140428,Tr,randomise_1s,10min,435,0.6891446622751911,
20140428,Tr,randomise_1s,10min,315,0.5984419620769713,
20140428,Tr,randomise_1s,10min,374,0.647539588925421,
20140428,Tr,randomise_1s,10min,224,0.5240002151814569,
20140428,Tr,randomise_1s,10min,126,0.3958355801138758,
20140428,Tr,randomise_1s,10min,148,0.4653670403931473,
20140428,Tr,randomise_1s,10min,171,0.6088907242389443,
20140428,Tr,randomise_1s,10min,184,0.587300547102198,
20140428,Tr,randomise_1s,10min,118,0.4273167045425017,
20140428,Tr,randomise_1s,10min,92,0.5474805601447884,
20140428,Tr,randomise_1s,10min,173,0.7590617773717836,
20140428,Tr,randomise_1s,10min,160,0.6598396386661904,
20140428,Tr,randomise_1s,10min,144,0.5583196880629239,
20140428,Tr,randomise_1s,10min,172,0.5824578274517347,
20140428,Tr,randomise_1s,10min,223,0.6567970243561974,
20140428,Tr,randomise_1s,10min,215,0.5812308892124296,
20140428,Tr,randomise_1s,10min,148,0.7071953699184614,
20140428,Tr,randomise_1s,10min,88,0.5130344226897978,
20140428,Tr,randomise_1s,10min,145,0.6597615261251217,
20140428,Tr,randomise_1s,10min,125,0.5443936900479958,
20140428,Tr,randomise_1s,10min,120,0.3942315361901379,
20140428,Tr,randomise_1s,10min,382,0.5990557695344786,
20140428,Tr,randomise_1s,10min,426,0.7125916717564391,
20140428,Tr,randomise_1s,10min,282,0.5565301053063791,
20140428,Tr,randomise_1s,10min,330,0.6596556691437028,
20140428,Tr,randomise_1s,10min,350,0.6501670184114388,
20140428,Tr,randomise_1s,10min,612,0.6372786054496413,
20140428,Tr,randomise_1s,10min,377,0.5676656379467625,
20140428,Tr,randomise_1s,10min,281,0.5097673993717334,
20140428,Tr,randomise_1s,10min,385,0.5936746842954602,
20140428,Tr,randomise_1s,10min,750,0.7106147940211995,
20140428,Tr,randomise_1s,10min,841,0.6702170221788766,
20140428,Tr,randomise_1s,10min,640,0.5852564184881305,
20140428,Tr,randomise_1s,10min,331,0.573365480538881,
20140428,Tr,randomise_1s,10min,288,0.4238089151073965,
20140428,Tr,randomise_1s,10min,637,0.6715664057245336,
20140428,Tr,randomise_1s,10min,545,0.6452190790845286,
20140428,Tr,randomise_1s,10min,561,0.5727255385405554,
20140428,Tr,randomise_1s,10min,291,0.6234908598006886,
20140428,Tr,randomise_1s,10min,246,0.6517262757800328,
20140428,Tr,randomise_1s,10min,196,0.6597520613077743,
20140428,Tr,randomise_1s,10min,217,0.6667512845484451,
20140428,Tr,randomise_1s,10min,115,0.5044008094391134,
20140428,Tr,randomise_1s,10min,83,0.6536896381299931,
20140428,Tr,randomise_1s,10min,229,0.7592588376955528,
20140428,Tr,randomise_1s,10min,116,0.5659365090227849,
20140428,Tr,randomise_1s,10min,52,0.45430896740946375,
20140428,Tr,randomise_1s,10min,90,0.6163833900113523,
20140428,Tr,randomise_1s,10min,113,0.48722745621749375,
20140428,Tr,randomise_1s,10min,117,0.7509478622870398,
20140428,Tr,randomise_1s,10min,275,0.7778650563659112,
20140428,Tr,randomise_1s,10min,66,0.6261233548994898,
20140428,Tr,randomise_1s,10min,34,0.6475254961252325,
20140428,Tr,randomise_1s,10min,55,0.42129783402417886,
20140428,Tr,randomise_1s,10min,44,0.5692566196854504,
20140428,Tr,randomise_1s,10min,39,0.6344633564324315,
20140428,Tr,randomise_1s,10min,55,0.6717869079712745,
20140428,Tr,randomise_1s,10min,32,0.700280615413699,
20140428,Tr,randomise_1s,10min,38,0.6129520081499845,
20140428,Tr,randomise_1s,10min,54,0.6617891000504255,
20140428,Tr,randomise_1s,10min,81,0.6609753080163354,
20140428,Tr,randomise_1s,10min,110,0.5961179832521116,
20140428,Tr,randomise_1s,10min,91,0.7827292156255332,
20140428,Tr,randomise_1s,10min,43,0.47529021445068786,
20140429,P,raw,day,14609,0.6155024575951255,0.9502720219728914
20140429,P,merge_0.001s,day,7264,0.5148036008809879,0.9138842586899512
20140429,P,merge_0.01s,day,5544,0.5365576902441309,0.8973198311051104
20140429,P,merge_0.1s,day,4244,0.5799096944165737,0.8878068122380209
20140429,P,randomise_1s,10min,281,0.8734741622391295,
20140429,P,randomise_1s,10min,198,0.8842697493915357,
20140429,P,randomise_1s,10min,54,0.8480086379841185,
20140429,P,randomise_1s,10min,39,0.6332244376212713,
20140429,P,randomise_1s,10min,90,0.809536997348194,
20140429,P,randomise_1s,10min,142,0.7930241348389127,
