n_true,profile,rep,N,n_exp,n_soe,n_exp_1s,beta_exp
0.7,balanced,3,5800,0.2464622774801415,0.6161420485775929,0.480909524731861,935.4688033256248
0.7,balanced,4,5993,0.2600445816130515,0.7563901273225502,0.5172260346723937,885.3643370385778
0.7,balanced,5,6225,0.2923442884802054,0.6882866362049019,0.5368682471851776,560.2810299797308
0.7,balanced,6,5990,0.276122490416222,0.7343473749944585,0.514412806982778,629.3649884051935
0.7,balanced,7,6199,0.2728302867588487,0.7219857692261015,0.5118786134827158,771.6287428849367
0.7,balanced,8,5568,0.2554019605153594,0.6309240814180193,0.5131661027898641,716.1760811334659
0.7,balanced,9,5675,0.2626326557962954,0.6820449452180878,0.4942502753775596,814.9554520301716
0.7,balanced,10,5648,0.2648931971521219,0.7236003223129044,0.5157800736344879,792.9710732190429
0.7,balanced,11,5841,0.2684174506065752,0.6948776391111496,0.5107220174635982,686.4856279078642
0.7,balanced,12,6250,0.2582315736692331,0.5612520447810933,0.4832207642263273,801.572444680289
0.7,balanced,13,5940,0.2710965646258022,0.6902227562902049,0.525805874024795,939.0682342890238
0.7,balanced,14,6189,0.2496513288856325,0.6530992394211966,0.4923233557783391,911.320170289666
0.7,balanced,15,5647,0.2620482935037417,0.650253462586057,0.5041302241390173,734.639985953597
0.7,balanced,16,5552,0.2760747459832702,0.6299962581530705,0.5157510507649894,715.9010561437973
0.7,balanced,17,5686,0.2673733536951905,0.6645629259505326,0.4961089188862181,672.8994307227379
0.7,balanced,18,5940,0.2540672859727394,0.6310693100837172,0.5202996602902697,1015.7575575854728
0.7,balanced,19,5664,0.2664495563623247,0.6083375240193364,0.491143830495828,676.7404181720594
0.7,balanced,20,5850,0.2713435298579107,0.5920919223728979,0.4992556920543865,643.7360320584977
0.7,balanced,21,5781,0.2587967769364746,0.6288901001033461,0.4928231221997838,742.3457684136898
0.7,balanced,22,5728,0.2613606021243185,0.7377698602443197,0.5090506342295873,896.5619662058025
0.7,balanced,23,5705,0.2694307691074245,0.6002122573176345,0.499224436516744,727.0178495703829
0.7,balanced,24,6287,0.2848612643412157,0.6924245107930589,0.5451473294893837,664.8374747140401
0.7,balanced,25,6049,0.2773863582862502,0.6586229676230383,0.5276954787272593,762.1634951543197
0.7,balanced,26,5876,0.2630324464753584,0.6504326289054752,0.5176069731027356,656.066222711077
0.7,balanced,27,5919,0.2727191235731822,0.6157395270534198,0.5085468532016174,686.3773381235791
0.7,balanced,28,5528,0.2631663073398672,0.6651323724956214,0.5044166111501052,698.5818890588314
0.7,balanced,29,5652,0.2745396451265108,0.7158391049743154,0.5111390729913962,614.5911118927442
