day,proc,model,N,n,loglik,ks,ks_p,cvm,resid_acf1,resid_acf5,resid_acf10,mean_resid,var_resid
20140409,P,SoE,9037,0.9224475223071715,16726.648591244393,0.1267568725075136,4.940152086343206e-127,30.755085915607843,-0.161116785062001,-0.03869161855649995,0.0022345731364298445,0.9998841710320912,1.4575000098746786
20140409,Tr,Exp,27812,0.5407930558697067,-7809.095877912605,0.18753486403702888,0.0,175.1633719841364,0.22663141302107398,0.08493042917587895,0.09480985907489908,0.9999815591828526,2.473728577399581
20140409,Tr,SoE,27812,0.9240288118033154,10252.254886207422,0.03222452340261239,1.5877864119164015e-25,6.8632349455014845,0.12379584367952431,-0.0006123390855016495,-0.0014611162598783315,0.9999826239574561,1.1604419863541986
20140410,P,Exp,12826,0.5443512120512013,18549.987903100937,0.1214858054632656,2.0149864156496003e-165,68.96854473697138,-0.007015853762735113,0.00277131835264067,0.03543754452516645,0.9999364510269706,3.425281196581722
20140410,P,SoE,12826,0.9102996204152706,24343.836121650347,0.11988457993398233,4.35062393966957e-161,38.43293124476518,-0.19815174960594084,-0.06730013424050153,-0.005919587596930759,0.9999059065954106,1.411618118261482
20140410,Tr,Exp,33721,0.38355123286016113,7781.555887668626,0.15448914954447734,0.0,275.8972083639451,0.22650141622743566,0.14220016009847639,0.123581003388758,1.0000001868970416,3.944591875228538
20140410,Tr,SoE,33721,0.9428318891175822,25392.119297422607,0.029712678392593284,2.687298847434517e-26,8.538400538246144,0.10538651548819425,-0.0005239244152582682,-0.0016695698823511911,1.000023857612595,1.1917306027050492
20140411,P,Exp,14897,0.5680293174085962,27447.863173525835,0.11149477717281642,9.404003974055524e-162,66.66543630909317,-0.00938899708750435,0.05852831760555923,0.04084109754564155,0.9999328032526702,4.074509762225472
20140411,P,SoE,14897,0.9458679905955958,32463.346335303155,0.14631160403439103,8.617834406468413e-279,72.29464808054327,-0.18896300511449687,-0.0590611429595209,-0.010877464600471483,0.9999699119543295,1.4975704245380501
20140411,Tr,Exp,35346,0.31147433310674666,6168.023330550568,0.22266114353725686,0.0,569.5631100870329,0.1920865520135451,0.1564021103137634,0.10944270599537109,1.0000000530093942,7.296449916407135
20140411,Tr,SoE,35346,0.9617085316853429,26801.7093635599,0.04427212863466068,1.2230492758791313e-60,15.08522768679086,0.08458953735704937,-0.015245698008336653,-0.0053460841568129065,0.9999794839861029,1.2310890527423035
20140414,P,Exp,9782,0.583578769075923,17497.620174756055,0.12103908143757292,2.410151692430417e-125,54.451689302865006,0.10425176659040636,0.06568085910611654,0.046485250540887466,0.999999995701927,6.3382526520442175
20140414,P,SoE,9782,0.9483738300948796,22227.041330395165,0.1513262205730901,4.914223077068007e-196,50.09516897427482,-0.15673986664385106,-0.051615707432988815,0.003507644500714619,1.0000007664958384,1.5027850325917151
20140414,Tr,Exp,27933,0.6429862195009594,-3752.180121880516,0.21291099685270387,0.0,237.65313975391598,0.12814739926326701,0.08816011894204623,0.12628957706136043,0.9999597871377854,3.9605815819835652
20140414,Tr,SoE,27933,0.9618576447402543,16408.055147768846,0.056654397221154396,2.261499465055755e-78,16.27727362996782,0.0971698741618964,-0.017658404896645948,-0.0056606450016827405,0.9999579131519423,1.3018571328299193
20140415,P,Exp,13426,0.5985642903212336,27407.80176408164,0.10715580048954909,1.0585704154375831e-134,58.66704797228226,0.0335376992722866,0.05506654005412206,0.032012604426163806,0.9993651929925311,3.725683773652065
20140415,P,SoE,13426,0.9384277064670545,33026.76057198528,0.1347774042676309,3.699129839330009e-213,60.50225245777631,-0.16316195983219997,-0.048703544696991126,0.0035734800872032233,0.9997017530455143,1.4808559902637541
20140415,Tr,Exp,34561,0.3006146259744383,2866.133248304308,0.21561250605671445,0.0,521.3834183641981,0.24230467870317093,0.1484000132293816,0.11649065160364377,0.9999999577049081,5.198132876579955
20140415,Tr,SoE,34561,0.9373373593578097,22690.5625844828,0.03189388691519501,5.608497624464574e-31,9.24693748365339,0.1328223961979129,-0.001556099530536185,-0.013256209291430517,0.999990137001462,1.17231791711499
20140416,P,Exp,13058,0.6006658209968226,26874.111415830463,0.0988680736188775,1.461887888215289e-111,53.462071615348535,0.009363794453023338,0.0378189721422868,0.0666421606734791,0.9998825623568965,4.696735702866231
20140416,P,SoE,13058,0.9415179180626186,31488.71582599436,0.13633466068635752,3.7106605579819454e-212,57.440341371235185,-0.14355973140349165,-0.035514493692040135,0.009088510361543182,0.9998491880769791,1.4975597944837806
20140416,Tr,Exp,27191,0.30487277615320685,-1601.8048489626672,0.21425253448820192,0.0,410.5290067072103,0.22626418037941406,0.18531086970614505,0.18542100063267572,1.0000000009241368,5.898706701954411
20140416,Tr,SoE,27191,0.9539769953900223,14231.774930227974,0.04247335474704206,4.63228896048055e-43,9.21951470582728,0.08887189358418363,-0.024433233371320646,-0.0009822037345288102,0.9999994096354073,1.217650577542692
20140417,P,Exp,10761,0.5770697605533129,18679.628288328502,0.11006108874242526,5.516411248960577e-114,51.79977080031332,0.014486734384119416,0.0829049032540552,0.05194950710446379,0.9994717427836411,3.705061718494982
20140417,P,SoE,10761,0.9280007423011399,23024.08541679923,0.1426158640350269,1.9308771477402402e-191,50.43306171559819,-0.15173511197777106,-0.0348367226462974,0.006826035811082353,0.9995981993004213,1.5153873812495766
20140417,Tr,Exp,27567,0.6594048312830709,-6468.403504231479,0.1927734893517814,0.0,178.29978500813212,0.20166807732898195,0.11912821488225897,0.13170298544972628,0.9999999411550519,2.60504375840892
20140417,Tr,SoE,27567,0.9491120951023763,11324.981386531053,0.05770353652510174,3.149590319819628e-80,19.28350873749737,0.12187893958113434,-0.0037576896672406007,0.002922331785933395,1.0000035595015135,1.2737216682024532
20140422,P,Exp,6784,0.5915037107264784,11496.77998309476,0.09780603005064736,6.112230760352923e-57,27.761556158658383,0.0002409141795899882,0.06340726282525913,0.05269234830774578,0.9986395792969115,3.3175738417516945
20140422,P,SoE,6784,0.9135599092557473,13930.703063030094,0.1594925604645383,3.21776763189362e-151,39.23378271148984,-0.18212830241463662,-0.06366568577889448,0.019195605389713693,0.9994867516759102,1.4917917404215624
20140422,Tr,Exp,27892,0.7107704458875486,-10184.462096814434,0.17391811518877573,0.0,167.45524654809876,0.15572220222853328,0.07630372497834141,0.10912737033270174,0.9999999656930205,2.539901830600828
20140422,Tr,SoE,27892,0.9465608222255635,6509.675026964782,0.09380666524812076,4.670176327748446e-214,59.87617284943007,0.10248079516265923,0.006417013054263992,-0.010332994330335544,1.0000760436630844,1.4344128122057476
20140423,P,Exp,10413,0.6164103632100876,21807.851255589252,0.10113194358562194,3.6047933452601415e-93,42.08853832838299,0.04009791715163298,0.045234213195222604,0.017570690388478444,0.9999055697312785,4.380979816076931
20140423,P,SoE,10413,0.9448521191962856,26584.73016010895,0.12941210763150812,1.6715908147038123e-152,42.787560832094364,-0.1413310737492299,-0.03610857622601511,-0.003813281176253538,1.000025620024802,1.4791253089439853
20140423,Tr,Exp,30033,0.7017944481135932,-1759.0470177729985,0.20407552277647778,0.0,221.84220629447896,0.08283574245762795,0.03018382884729627,0.056138458867968505,0.9999999996981833,3.669109893151934
20140423,Tr,SoE,30033,0.9621414983555819,19094.703068704668,0.056233730815225313,5.447913885867455e-83,20.743527756406785,0.11583472389843592,-0.00991977493200363,-0.007192234747961359,1.0000077212388545,1.2643282370148117
20140424,P,Exp,14705,0.6032528176077621,30613.808011881712,0.10395541205326153,8.119064396858028e-139,63.88561945457538,0.07050671060718555,0.08953993573866156,0.061220318785396514,1.0000000461349312,4.308514943676238
20140424,P,SoE,14705,0.9505970798500518,37219.823731561264,0.13034294706578342,2.768836717997787e-218,60.31155779924895,-0.14248254344408154,-0.03753572657678592,-0.001985065243173915,0.9999285829598825,1.4409930060182479
20140424,Tr,Exp,37290,0.3823884796500509,3993.4823332401356,0.18423950418439472,0.0,436.51849982190294,0.22101570045614768,0.10809591628473215,0.1424022601954495,0.9999748777889448,7.495265037357434
20140424,Tr,SoE,37290,0.964217037283881,29987.2146455893,0.03652502974093974,1.1682411977184585e-43,11.277506867933091,0.1081711445172019,0.003142343117968475,-0.0006486141326303129,0.9999761394209828,1.2138789440766453
20140425,P,Exp,11575,0.6053445968809202,24192.285687031286,0.10796819910008704,5.8421476712732655e-118,50.23022054448816,0.06739061415827559,0.06409321134823516,0.06225225884571659,0.999771479947294,3.5910304425737896
20140425,P,SoE,11575,0.9342022537154671,28700.81610963703,0.13922605695785728,3.40339683584634e-196,56.10467323024054,-0.14588452878951877,-0.04472373249492326,-0.00844184863208746,0.9999319031712475,1.5692156816679754
20140425,Tr,Exp,29375,0.6643323429335054,-4413.712912882256,0.2038631847367353,0.0,213.2332266891167,0.1325629995911062,0.08635645720902568,0.06660149981776596,0.9999999400851545,2.8137337253629813
20140425,Tr,SoE,29375,0.9465228929073463,15669.768321999429,0.06103673442798452,1.413353760199268e-95,21.256549980440408,0.09529396821390003,0.0010824723428902088,0.00016039067390564445,0.999995309841683,1.3216089682832985
20140428,P,Exp,8598,0.5776287679640135,14512.461520760311,0.10963505225951264,1.8384155411226944e-90,38.80453844170107,0.020892479265512034,0.04810580156817336,0.04286985653489721,0.9999242412205045,2.8626545025844177
20140428,P,SoE,8598,0.9080344462579543,17862.759067991065,0.1461850452394306,7.971311464934742e-161,42.71528749746826,-0.15224316447199113,-0.039163552042169626,0.011324514922312422,0.9999045026648725,1.4348546863372402
20140428,Tr,Exp,19763,0.353514784464738,-1034.0729105249047,0.15284967797677296,0.0,147.5127791604295,0.16444982863019256,0.082056945383581,0.09224678826014386,1.0000000635837907,3.9380532102318444
20140428,Tr,SoE,19763,0.9410521852020743,8750.925301163672,0.024837996917784627,5.03962087458638e-11,2.7613345132979363,0.11642503081643693,0.008932002044687283,-0.00875490035805639,0.9999966697770115,1.1645974278115474
20140429,P,Exp,14609,0.6155024575951255,32064.543824695007,0.1080355736094274,6.036921412773506e-149,59.662199545217874,0.07126258538812884,0.05844560217006128,0.027318211298681797,0.9996387507559247,6.280678439925648
20140429,P,SoE,14609,0.9502720219728914,38265.42835694982,0.12776017434391496,2.439718819214377e-208,60.44712541226877,-0.13538661393133428,-0.04376817233699976,-0.02107737352065546,0.9998752328233377,1.5434785984072519
20140429,Tr,Exp,32624,0.5084250056927679,1997.1131089609662,0.17126636155872765,0.0,235.19286436243047,0.17574440265258245,0.13918688283370356,0.10658996425264605,1.0000000388521653,4.724497896161013
20140429,Tr,SoE,32624,0.9665867628715267,22816.113236569498,0.023560238202133377,3.6561195225312537e-16,5.320353614502314,0.11089053604067405,0.003374353736955,-0.005698461356401203,1.0000003696605833,1.1809660028270874
20140430,P,Exp,16854,0.5908287429435187,34340.51983364498,0.11551711221890437,2.1784929537696106e-196,84.46573767469313,0.0871038734575836,0.04704153860692698,0.07452701407725858,1.000000185632955,5.550110820877972
20140430,P,SoE,16854,0.9528498815335286,43175.93830660787,0.12401075446576193,2.2952113211014224e-226,60.65245032696534,-0.14007785371238088,-0.03624486730259416,0.006827730594755067,1.000003685073058,1.4923337037306084
20140430,Tr,Exp,35489,0.5130257692360147,7504.187067621693,0.17030640209352993,0.0,230.5240347111799,0.19679331021706323,0.11050551199986142,0.10474615316683293,0.999975856638997,2.84177601933871
20140430,Tr,SoE,35489,0.9349142215404256,28707.287179349914,0.023159494595047098,5.739863916030833e-17,4.414660976908998,0.10370546508194312,0.0028499562191976768,-0.00026931581067590705,1.0000069989671017,1.1452097454507053
