grid,K,beta_min,beta_max,day,proc,n,loglik,success,mass_lt_1ms,mass_1ms_100ms,mass_0p1_10s,mass_gt_10s
K7_1e-3_1e4,7,0.001,10000.0,20140402,P,0.9569839718237526,19062.03827474249,True,0.006737203843551499,0.6010667052383218,0.20414773563242236,0.14503232710945685
K7_1e-3_1e4,7,0.001,10000.0,20140402,Tr,0.9567493421193018,14532.365885463245,True,0.002481034936209037,0.3151780661303131,0.3936107836927908,0.245479457359989
K7_1e-3_1e4,7,0.001,10000.0,20140403,P,0.9822603898111029,25433.177097810574,True,0.0003654569802386914,0.6729018386980585,0.16923428388507383,0.13975881024773185
K7_1e-3_1e4,7,0.001,10000.0,20140403,Tr,0.9770778757289426,14072.18189972233,True,0.00013638685826453364,0.3211443091051741,0.4707947663097506,0.1850024134557533
K7_1e-3_1e4,7,0.001,10000.0,20140404,P,0.9562918242862647,34040.7364320834,True,0.006641704337760488,0.6007636346612826,0.20491539331219322,0.14397109197502844
K7_1e-3_1e4,7,0.001,10000.0,20140404,Tr,0.9572142629839065,30528.952678780064,True,0.002354583098072841,0.2921950079455355,0.4513547197927146,0.2113099521475837
K7_1e-3_1e4,7,0.001,10000.0,20140407,P,0.9627489184079611,22878.97170411631,True,0.006728958837691225,0.6105090918531313,0.21380103634821657,0.1317098313689221
K7_1e-3_1e4,7,0.001,10000.0,20140407,Tr,0.9653975571724228,8746.054116238814,True,0.0001448082567225496,0.3999863226023849,0.3578973180834441,0.2073691082298712
K7_1e-3_1e4,7,0.001,10000.0,20140408,P,0.9605532082080545,8518.767926982913,True,0.0002699495477505269,0.6426311538859271,0.14850071351077243,0.16915139126360446
K7_1e-3_1e4,7,0.001,10000.0,20140408,Tr,0.9723489969805142,18731.117124450087,True,0.0023497676801080766,0.30431349398436647,0.46507460258620525,0.20061113272983444
K7_1e-3_1e4,7,0.001,10000.0,20140409,P,0.9538836878910287,15929.631952558295,True,0.006685779431126295,0.5962737220909236,0.21700829168290572,0.13391589468607323
K7_1e-3_1e4,7,0.001,10000.0,20140409,Tr,0.9501177671843118,9628.439690954689,True,0.002703418082890655,0.29230670275872783,0.4379964416595497,0.21711120468314363
K7_1e-3_1e4,7,0.001,10000.0,20140410,P,0.9449743798646304,23262.85554399379,True,0.00637581111348347,0.6030001729278629,0.2060675321182792,0.12953086370500475
K7_1e-3_1e4,7,0.001,10000.0,20140410,Tr,0.9657227787460971,24576.773612058085,True,0.0027777264347891286,0.3681715766312442,0.35282616607991024,0.24194730960015354
K7_1e-3_1e4,7,0.001,10000.0,20140411,P,0.9697545400563746,19229.81365967451,True,0.0003525086577528609,0.6638618896806278,0.14688026703712548,0.1586598746808685
K7_1e-3_1e4,7,0.001,10000.0,20140411,Tr,0.9800286006325717,14919.070670243615,True,0.00014403944735881326,0.4100279510985794,0.35945328825721856,0.21040332182941487
K7_1e-3_1e4,7,0.001,10000.0,20140414,P,0.973648502367473,21243.91790604211,True,0.004647650180417612,0.6297490603837308,0.19830405097128923,0.14094774083203532
K7_1e-3_1e4,7,0.001,10000.0,20140414,Tr,0.9791038027575365,8066.647071232823,True,0.00012579569093611762,0.38361455374659587,0.42310933846615456,0.17225411485384992
K7_1e-3_1e4,7,0.001,10000.0,20140415,P,0.9586284414128209,31884.19016483106,True,0.11172895108796523,0.5321838012901701,0.18699564294251242,0.12772004609217316
K7_1e-3_1e4,7,0.001,10000.0,20140415,Tr,0.9549128751756072,11902.756024948263,True,0.0001508196894833471,0.38901552625623814,0.38361374718368413,0.18213278204620137
K7_1e-3_1e4,7,0.001,10000.0,20140416,P,0.9672256695960186,30131.87227031018,True,0.00470902947506518,0.6429813080491634,0.17433363035483218,0.14520170171695782
K7_1e-3_1e4,7,0.001,10000.0,20140416,Tr,0.9731376647791208,5503.854895331526,True,0.00014910777781613216,0.40809645630541136,0.3430405303010352,0.221851570394858
K7_1e-3_1e4,7,0.001,10000.0,20140417,P,0.9637037789662635,22004.815560040326,True,0.007348900623423137,0.6210174159364696,0.19157169114982192,0.14376577125654885
K7_1e-3_1e4,7,0.001,10000.0,20140417,Tr,0.9733444034958835,10967.618803241272,True,0.0022343163727063446,0.26463349718935153,0.501419892821488,0.20505669711233757
K7_1e-3_1e4,7,0.001,10000.0,20140422,P,0.9548062615431419,13423.121538411713,True,0.154378138320934,0.4831819463957366,0.16601587094383485,0.15123030588263636
K7_1e-3_1e4,7,0.001,10000.0,20140422,Tr,0.9709673325589392,6178.405837306476,True,0.0017407208664420957,0.20769415752795453,0.6206236992497143,0.14090875491482835
K7_1e-3_1e4,7,0.001,10000.0,20140423,P,0.9712614332585262,25639.208814642832,True,0.007447243890288554,0.6520369795860466,0.17704681707073816,0.13473039271145307
K7_1e-3_1e4,7,0.001,10000.0,20140423,Tr,0.9787616421016231,10618.728046250388,True,0.00012970919411183014,0.3544211352624263,0.4389546003334902,0.18525619731159482
K7_1e-3_1e4,7,0.001,10000.0,20140424,P,0.9667802383472657,35852.5425118368,True,0.00769608183171454,0.6446010686628253,0.186911655377143,0.1275714324755829
K7_1e-3_1e4,7,0.001,10000.0,20140424,Tr,0.9699434132094105,19182.701382946485,True,0.00014303878000962168,0.3912141523044039,0.35724232726587685,0.22134389485912007
K7_1e-3_1e4,7,0.001,10000.0,20140425,P,0.9669993623970782,17906.87022724352,True,0.00038140018765046114,0.7004010752251045,0.1384098949893508,0.12780699199497245
K7_1e-3_1e4,7,0.001,10000.0,20140425,Tr,0.9622682032535399,15184.051187620953,True,0.002858641176223178,0.27700176392448916,0.49751008607960046,0.18489771207322708
K7_1e-3_1e4,7,0.001,10000.0,20140428,P,0.9341849176426731,17003.718043717985,True,0.009588193246417433,0.6210078789430129,0.18169140016484545,0.12189744528839722
K7_1e-3_1e4,7,0.001,10000.0,20140428,Tr,0.9871701842159846,8357.605056677803,True,0.0025354222265644754,0.3834832766034627,0.254277572969292,0.34687391241666543
K7_1e-3_1e4,7,0.001,10000.0,20140429,P,0.9756305980163006,36899.63492871356,True,0.00745800439168992,0.6559135911688445,0.18650141617177157,0.12575758628399458
K7_1e-3_1e4,7,0.001,10000.0,20140429,Tr,0.980340208516269,22271.83610768899,True,0.025655499716668317,0.3050531817935384,0.38407208213349475,0.2655594448725674
K7_1e-3_1e4,7,0.001,10000.0,20140430,P,0.9686462307603362,41629.9781655864,True,0.00763864044143291,0.6297725640581665,0.19652524977913782,0.13470977648159896
K7_1e-3_1e4,7,0.001,10000.0,20140430,Tr,0.9444038140543181,27867.66007132784,True,0.0026205654749309904,0.34903194855559927,0.36260894840191016,0.23014235162187774
K7_1e-2_1e5,7,0.01,100000.0,20140401,P,0.923895550286234,13903.733583436095,True,0.01042414291522763,0.5971274410924481,0.20400862149877214,0.1123353447797863
K7_1e-2_1e5,7,0.01,100000.0,20140401,Tr,0.9616554615501086,8444.377505100063,True,0.0034924151687582014,0.3579215418819047,0.3132159014680721,0.28702560303137375
K7_1e-2_1e5,7,0.01,100000.0,20140402,P,0.928241787199454,17988.47237787227,True,0.00989928087957608,0.6119468362111656,0.19373021055833572,0.11266545955037667
K7_1e-2_1e5,7,0.01,100000.0,20140402,Tr,0.9390007484405815,13429.839231754871,True,0.003287440532450513,0.33787180362848174,0.3819398743824626,0.2159016298971868
K7_1e-2_1e5,7,0.01,100000.0,20140403,P,0.9686496495660791,35357.92443103284,True,0.006422222225564532,0.6229901549840343,0.21132072019380813,0.12791655216267211
K7_1e-2_1e5,7,0.01,100000.0,20140403,Tr,0.9625580257884111,21921.05876224141,True,0.002960120472754666,0.2597331060149744,0.5176424751741546,0.18222232412652736
K7_1e-2_1e5,7,0.01,100000.0,20140404,P,0.948859516353848,32481.53424315543,True,0.007522268351772466,0.6150528890195923,0.19705528663935237,0.12922907234313089
K7_1e-2_1e5,7,0.01,100000.0,20140404,Tr,0.9512845530043029,29170.38757958542,True,0.0033245014143538265,0.31217332419710386,0.44970649958994696,0.18608022780289837
K7_1e-2_1e5,7,0.01,100000.0,20140407,P,0.9311684233874548,21642.951956338013,True,0.008040978872787631,0.6279244042791713,0.19589907761010775,0.09930396262538813
K7_1e-2_1e5,7,0.01,100000.0,20140407,Tr,0.9425032640008266,15511.15086713159,True,0.003233323751306844,0.3497649123439042,0.39911942026802216,0.19038560763759335
K7_1e-2_1e5,7,0.01,100000.0,20140408,P,0.9191402225811758,14824.912596218237,True,0.008327497919567085,0.6101687664532818,0.17466928967113446,0.1259746685371923
K7_1e-2_1e5,7,0.01,100000.0,20140408,Tr,0.9563892116338736,17448.43916876544,True,0.003501968490612614,0.3195781704239136,0.44558312136481315,0.18772595135453427
K7_1e-2_1e5,7,0.01,100000.0,20140409,P,0.9235729092809368,15000.031732297037,True,0.008547334501341196,0.6082371118444703,0.21292718279756612,0.0938612801375593
K7_1e-2_1e5,7,0.01,100000.0,20140409,Tr,0.9237796464873745,8696.154582885618,True,0.0031843876778000903,0.3143269353239162,0.42645283273729934,0.17981549074835895
K7_1e-2_1e5,7,0.01,100000.0,20140410,P,0.9108893822169403,21967.39658834089,True,0.006970971198326912,0.6193128240270812,0.19152072811652482,0.09308485887500735
K7_1e-2_1e5,7,0.01,100000.0,20140410,Tr,0.9425905456458604,23332.228339915982,True,0.0039302245253763435,0.3902134660965913,0.3369008607757478,0.21154599424814485
K7_1e-2_1e5,7,0.01,100000.0,20140411,P,0.945922088974703,29299.914738097723,True,0.007831020863610892,0.627808165637763,0.17128951771528,0.1389933847580491
K7_1e-2_1e5,7,0.01,100000.0,20140411,Tr,0.9614436461516432,24546.2923014829,True,0.0035221472911475806,0.35894642612743627,0.40114869885495413,0.1978263738781052
K7_1e-2_1e5,7,0.01,100000.0,20140414,P,0.9488355397268665,20060.79370739282,True,0.007329564006078965,0.6434800328805302,0.1879331146570401,0.11009282818321729
K7_1e-2_1e5,7,0.01,100000.0,20140414,Tr,0.9618657719623638,15012.739189200947,True,0.0031658691570485226,0.33039812267497753,0.46405543369610025,0.16424634643423733
K7_1e-2_1e5,7,0.01,100000.0,20140415,P,0.9384539313410034,30137.923281308493,True,0.011071414841126257,0.6498707322257641,0.17209393942036222,0.10541784485375082
K7_1e-2_1e5,7,0.01,100000.0,20140415,Tr,0.9374620422410063,20665.85827101928,True,0.0034387642188440284,0.3366112239048458,0.43249325920952236,0.16491879490779418
K7_1e-2_1e5,7,0.01,100000.0,20140416,P,0.9423110983107525,28532.597517189828,True,0.007098210954867802,0.6557679872553794,0.16600282172023487,0.11344207838027028
K7_1e-2_1e5,7,0.01,100000.0,20140416,Tr,0.9541973995617037,12526.44942536443,True,0.003230399273633653,0.35762977976923294,0.38725083873538346,0.2060863817834538
K7_1e-2_1e5,7,0.01,100000.0,20140417,P,0.9286650544162977,20740.736195344274,True,0.006680645040522845,0.6371603538824467,0.17898579405909903,0.10583826143422906
K7_1e-2_1e5,7,0.01,100000.0,20140417,Tr,0.9484059873340752,10043.355554087822,True,0.00308582403287558,0.28087993324810745,0.49163998293202316,0.172800247121069
K7_1e-2_1e5,7,0.01,100000.0,20140422,P,0.9147222788016094,12380.028881794315,True,0.006901653863720563,0.6450158972060699,0.1581755928342891,0.10462913489752985
K7_1e-2_1e5,7,0.01,100000.0,20140422,Tr,0.9461169985145417,5337.597913388599,True,0.0024621173727645885,0.21315490078591798,0.6184503140891411,0.11204966626671806
K7_1e-2_1e5,7,0.01,100000.0,20140423,P,0.9453502321675076,25841.361873709786,True,0.35702062164405357,0.3186850786279509,0.16541317296432467,0.10423135893117842
K7_1e-2_1e5,7,0.01,100000.0,20140423,Tr,0.9617426602340455,17673.401970973388,True,0.003264695676281402,0.2988982879424731,0.49356687767019924,0.16601279894509174
K7_1e-2_1e5,7,0.01,100000.0,20140424,P,0.9510677138787509,34169.16596628033,True,0.008093169330253731,0.6602313434253237,0.17498771637664523,0.1077554847465281
K7_1e-2_1e5,7,0.01,100000.0,20140424,Tr,0.964006683691547,28093.849734119634,True,0.003378888793405765,0.33574781696633177,0.42328577622669317,0.2015942017051162
K7_1e-2_1e5,7,0.01,100000.0,20140425,P,0.93468084599969,28031.910015295878,True,0.39142092328170086,0.281462395591909,0.1649307724998601,0.09686675462622009
K7_1e-2_1e5,7,0.01,100000.0,20140425,Tr,0.9461999324138096,14172.853993893616,True,0.0031946876429367844,0.29416563993426215,0.490401114347521,0.15843849048908978
K7_1e-2_1e5,7,0.01,100000.0,20140428,P,0.9086294703871748,17399.639793768914,True,0.3816304036620307,0.2651380165267137,0.17126645733838733,0.09059459286004297
K7_1e-2_1e5,7,0.01,100000.0,20140428,Tr,0.9412361905640032,7585.017052795363,True,0.003667368294137478,0.4063189514602161,0.23282312387543233,0.29842674693421734
K7_1e-2_1e5,7,0.01,100000.0,20140429,P,0.9504331954668152,35206.51153173444,True,0.007216750357924662,0.6713647622953673,0.1729104217228264,0.09894126109069687
K7_1e-2_1e5,7,0.01,100000.0,20140429,Tr,0.9662586021408558,21017.143416716543,True,0.0034176343935884103,0.3583307346857066,0.35674459817182064,0.24776563488974013
K7_1e-2_1e5,7,0.01,100000.0,20140430,P,0.9535965290243614,39830.02517567134,True,0.007217104065409545,0.6504507514615467,0.1835028709498619,0.11242580254754339
K7_1e-2_1e5,7,0.01,100000.0,20140430,Tr,0.935220182695243,26766.618043221024,True,0.00348647217610138,0.3800919820354765,0.3507017910471412,0.2009399374365239
K7_1e-3_1e5,7,0.001,100000.0,20140401,P,0.96061246251867,11822.04443533553,True,0.00640539178642792,0.5744180416064694,0.20883480819889227,0.1709542209268805
K7_1e-3_1e5,7,0.001,100000.0,20140401,Tr,0.9762733026403676,6134.260222771525,True,0.003611156716502126,0.3145598519052597,0.3357002978492334,0.32240199616937243
K7_1e-3_1e5,7,0.001,100000.0,20140402,P,0.9573489057330652,15538.282278713736,True,0.006919800278464695,0.5872849929687768,0.2010221428243,0.1621219696615237
K7_1e-3_1e5,7,0.001,100000.0,20140402,Tr,0.9575862607416286,10777.098528584265,True,0.0029387642503281215,0.2996301645967431,0.3876832513941455,0.2673340805004118
K7_1e-3_1e5,7,0.001,100000.0,20140403,P,0.9820551999891957,37989.90028818802,True,0.4620004767609424,0.11990627309392143,0.24129422244832618,0.15885422768600566
K7_1e-3_1e5,7,0.001,100000.0,20140403,Tr,0.9771547113309889,18673.97085327137,True,0.002493567246277311,0.2456707992324107,0.5264724005947128,0.202517944257588
K7_1e-3_1e5,7,0.001,100000.0,20140404,P,0.9570938123850495,28952.731786067456,True,0.00824544011007935,0.5910969302158553,0.19599109286286773,0.16176034919624713
K7_1e-3_1e5,7,0.001,100000.0,20140404,Tr,0.9553277754483185,12782.242135982975,True,0.00013144035974470974,0.014045020986892481,0.6786904660744777,0.2624608480272036
K7_1e-3_1e5,7,0.001,100000.0,20140407,P,0.9629074547380548,24016.790985355703,True,0.45894754650107705,0.10770021858956899,0.24827877054392958,0.14798091910347916
K7_1e-3_1e5,7,0.001,100000.0,20140407,Tr,0.9644930563574763,12879.633075865906,True,0.0031239426721251344,0.2940391888862176,0.4345793429509177,0.23275058184821587
K7_1e-3_1e5,7,0.001,100000.0,20140408,P,0.9609426566850656,12610.308489643949,True,0.009564995929618013,0.5687682260091256,0.18687515622140255,0.19573427852491943
K7_1e-3_1e5,7,0.001,100000.0,20140408,Tr,0.971737505813542,14249.916028875788,True,0.003032081862329561,0.3057030388844537,0.44992564898500265,0.2130767360817561
K7_1e-3_1e5,7,0.001,100000.0,20140409,P,0.954479525022163,12899.150115565124,True,0.006368468830401956,0.577887881551134,0.2120906689561754,0.15813250568445164
K7_1e-3_1e5,7,0.001,100000.0,20140409,Tr,0.9510444203081418,6389.541869612716,True,0.0028189096498102825,0.2784830246193346,0.43041852866607255,0.23932395737292433
K7_1e-3_1e5,7,0.001,100000.0,20140410,P,0.9451764799871902,19182.39639721385,True,0.008711845873824321,0.57457407402207,0.21654125848033695,0.145349301610959
K7_1e-3_1e5,7,0.001,100000.0,20140410,Tr,0.9667503651397874,20186.536249865843,True,0.0032962253632364187,0.342095715484298,0.3612406210035928,0.2601178032886603
K7_1e-3_1e5,7,0.001,100000.0,20140411,P,0.9685340676623833,33003.90215819594,True,0.48890637992253927,0.09217437669373348,0.20924826052751955,0.17820505051859098
K7_1e-3_1e5,7,0.001,100000.0,20140411,Tr,0.9796988609543633,21141.1552612604,True,0.003172852173592344,0.3235926058256115,0.41461037928415245,0.23832302367100705
K7_1e-3_1e5,7,0.001,100000.0,20140414,P,0.9737404212528759,22414.892396500618,True,0.505252857379709,0.0870272280344786,0.21996217256845368,0.16149816327023456
K7_1e-3_1e5,7,0.001,100000.0,20140414,Tr,0.9789635771090691,15447.824500189512,True,0.15499617399091808,0.13607809580824712,0.4806306171441369,0.20725869016576692
K7_1e-3_1e5,7,0.001,100000.0,20140415,P,0.95966384732102,33160.76673221843,True,0.5116131305377422,0.09343406119865022,0.21306613522053777,0.14155052036408977
K7_1e-3_1e5,7,0.001,100000.0,20140415,Tr,0.9550576009071468,17531.810425262825,True,0.003291859706799069,0.30738828215573644,0.42286531325003063,0.22151214579458056
K7_1e-3_1e5,7,0.001,100000.0,20140416,P,0.9677782082596352,25067.255721399757,True,0.008200320177845036,0.6238479544646522,0.17631434370203442,0.15941558991510357
K7_1e-3_1e5,7,0.001,100000.0,20140416,Tr,0.9731703241496307,10028.460486072418,True,0.00318639687492353,0.3145356890991732,0.39465914619008535,0.26078909198544875
K7_1e-3_1e5,7,0.001,100000.0,20140417,P,0.9636722520098183,23119.173731186725,True,0.4856308442448377,0.10238415855306231,0.21354807341095572,0.16210917580096257
K7_1e-3_1e5,7,0.001,100000.0,20140417,Tr,0.973207978816109,10459.564822719505,True,0.14521227959051475,0.10866614709643771,0.494530420095385,0.22479913203377144
K7_1e-3_1e5,7,0.001,100000.0,20140422,P,0.9549899359675598,10624.003239970618,True,0.009629280388701651,0.6105248696163282,0.16489766553207552,0.16993812043045423
K7_1e-3_1e5,7,0.001,100000.0,20140422,Tr,0.9711528826197515,5708.539749533742,True,0.1289204587051371,0.08717827041063425,0.5796693406741797,0.17538481282980034
K7_1e-3_1e5,7,0.001,100000.0,20140423,P,0.9709557981472285,21722.465070353916,True,0.010477671931713818,0.6352209563654589,0.1772093742507439,0.14804779559931178
K7_1e-3_1e5,7,0.001,100000.0,20140423,Tr,0.9784680251318439,15157.079638375071,True,0.002859179483918133,0.28438211899220334,0.46953024626287865,0.22169648039284381
K7_1e-3_1e5,7,0.001,100000.0,20140424,P,0.9666756000897017,30532.64862820458,True,0.010600873919452724,0.6250401265031554,0.18740846384534332,0.1436261358217501
K7_1e-3_1e5,7,0.001,100000.0,20140424,Tr,0.9697863568758817,25009.970537320813,True,0.0030655995084726876,0.30298206708148623,0.4062631170711499,0.2574755732147729
K7_1e-3_1e5,7,0.001,100000.0,20140425,P,0.9650490492787575,9743.37575681944,True,0.0002249519847650821,0.023208082489907293,0.7860355118740066,0.15558050293007858
K7_1e-3_1e5,7,0.001,100000.0,20140425,Tr,0.9630037504293592,11404.646935980214,True,0.0028066686004906056,0.28068333964648834,0.47124610381344323,0.20826763836893708
K7_1e-3_1e5,7,0.001,100000.0,20140428,P,0.9344452208296784,13749.092078627513,True,0.008055436298513366,0.6057980449991203,0.1801355424382728,0.14045619709377194
K7_1e-3_1e5,7,0.001,100000.0,20140428,Tr,0.9885273644746165,5755.244008701233,True,0.003688427599919912,0.35000223825725657,0.27090891653636207,0.363927782081078
K7_1e-3_1e5,7,0.001,100000.0,20140429,P,0.975528746354158,31506.178593131193,True,0.009613094286603131,0.6373509928818635,0.19163471536196974,0.13692994382372162
K7_1e-3_1e5,7,0.001,100000.0,20140429,Tr,0.9810959934813418,18262.16335953403,True,0.0032490750478966417,0.3025279301539838,0.40007406064198586,0.2752449276374753
K7_1e-3_1e5,7,0.001,100000.0,20140430,P,0.9696312103188963,35864.500553182574,True,0.00891937646946598,0.6123780560641532,0.1973766116904047,0.1509571660948725
K7_1e-3_1e5,7,0.001,100000.0,20140430,Tr,0.9473734548999695,23690.15154891953,True,0.00323141256350393,0.3196744547372783,0.37100657900725353,0.25346100859193377
